,name,review,cuisine,latitude,longitude,address,rating,review_count,price,postal_code
1113,Maggie Thai & Chinese,first time singapore first meal checking rooms food great wish variety thai dishes,thai,1.29772,103.8565292,"['1 Liang Seah Street', '#01-01/02 Liang Seah Place', 'Singapore 189022', 'Singapore']",4.0,9.0,$,189022
1114,Maggie Thai & Chinese,liang seah street closed vehicle traffic fridays saturdays sundays pm midnight establishments along street bring,thai,1.29772,103.8565292,"['1 Liang Seah Street', '#01-01/02 Liang Seah Place', 'Singapore 189022', 'Singapore']",4.0,9.0,$,189022
1115,Maggie Thai & Chinese,nice place thai chinese rice wine chicken tasted like distant ancestor american chinese sweet sour chicken glopped,thai,1.29772,103.8565292,"['1 Liang Seah Street', '#01-01/02 Liang Seah Place', 'Singapore 189022', 'Singapore']",4.0,9.0,$,189022
1116,Maharajah,located boat quay maharajah decent option food ambiance great considering right water great views either side,indian,1.28657,103.84948,"['41 Boat Quay', 'Singapore 049830', 'Singapore']",4.5,9.0,$$$,49830
1117,Maharajah,delicious meal beautiful spot right boat quaymy colleague hankering indian food singapore business,indian,1.28657,103.84948,"['41 Boat Quay', 'Singapore 049830', 'Singapore']",4.5,9.0,$$$,49830
1118,Maharajah,amazing view food delicious abit overpriced curry portion smaller rice naan extra curry rice naan,indian,1.28657,103.84948,"['41 Boat Quay', 'Singapore 049830', 'Singapore']",4.5,9.0,$$$,49830
1140,Maison Ikkoku Restaurant & Bar,loved ambience service staff asked ive food preference allergies attentive omakase dinner,japanese,1.3022606,103.8596118,"['1st Floor', '20 Kandahar St', 'Singapore 198885', 'Singapore']",4.0,73.0,$$,198885
1141,Maison Ikkoku Restaurant & Bar,drinks priceyeven hh list attached drinks steal sense dripping sarcasmhaji lane must locals,japanese,1.3022606,103.8596118,"['1st Floor', '20 Kandahar St', 'Singapore 198885', 'Singapore']",4.0,73.0,$$,198885
1142,Maison Ikkoku Restaurant & Bar,nice cafecoffee shop day small might need wait table seated order counter food tasty,japanese,1.3022606,103.8596118,"['1st Floor', '20 Kandahar St', 'Singapore 198885', 'Singapore']",4.0,73.0,$$,198885
1143,Mamounia Restaurant,since wrote review sorry yelp curses busy schedulehad dinner monday night mamounia restaurant connected,mediterranean,1.28128,103.8454437,"['12 Ann Siang Road', 'Singapore 069692', 'Singapore']",3.5,2.0,$$,69692
1144,Mamounia Restaurant,cant make mind sometimes platters good choice like mamounia rather pricey middle eastern joint thankfully food,mediterranean,1.28128,103.8454437,"['12 Ann Siang Road', 'Singapore 069692', 'Singapore']",3.5,2.0,$$,69692
1145,Man Fu Yuan,fu yuan 满 福 苑 chinese specifically cantonese restaurant located intercontinental hotel singaporemy brother made reservation us today,cantonese,1.298522,103.85508,"['80 Middle Rd', 'Singapore 188966', 'Singapore']",3.5,11.0,$$$,188966
1146,Man Fu Yuan,man fu yuanintercontinental hotelhavent years smoked duck nicelychee stuffed scallop coated salted egg yolk almond,cantonese,1.298522,103.85508,"['80 Middle Rd', 'Singapore 188966', 'Singapore']",3.5,11.0,$$$,188966
1147,Man Fu Yuan,dinner came dinner weekday place pretty crowded large groups celebrating chinese new year come special,cantonese,1.298522,103.85508,"['80 Middle Rd', 'Singapore 188966', 'Singapore']",3.5,11.0,$$$,188966
1148,Marche Movenpick Suntec City,reviews dont dont justice marché variety quality food quite good changing lunch deals every week,german,1.29468334171796,103.859813637038,"['3 Temasek Boulevard', '#01-612, Suntec City Mall', 'Singapore 038983', 'Singapore']",3.5,5.0,$$,38983
1149,Marche Movenpick Suntec City,month marche farm fresh white asparagus imported directly germany available various dishes white asparagus,german,1.29468334171796,103.859813637038,"['3 Temasek Boulevard', '#01-612, Suntec City Mall', 'Singapore 038983', 'Singapore']",3.5,5.0,$$,38983
1150,Marche Movenpick Suntec City,although childless preferring food venues void small children family friendly marketing niche think brilliant dont,german,1.29468334171796,103.859813637038,"['3 Temasek Boulevard', '#01-612, Suntec City Mall', 'Singapore 038983', 'Singapore']",3.5,5.0,$$,38983
1151,Marina South Delicious Food,definitely worth checking youre mood good ol singaporean food located across famous tian tian hainan chicken,singaporean,1.2800699,103.8444366,"['1 Kadayanallur Street', '#01-35 Maxwell Food Centre', 'Singapore 069184', 'Singapore']",4.5,4.0,$,69184
1152,Marina South Delicious Food,later evening stopped maxwell market quick snack heading bars around decided marina south,singaporean,1.2800699,103.8444366,"['1 Kadayanallur Street', '#01-35 Maxwell Food Centre', 'Singapore 069184', 'Singapore']",4.5,4.0,$,69184
1153,Marina South Delicious Food,came maxwell tian tian chicken also ordered noodle dish marina south tian rubbery chicken fish broth marina,singaporean,1.2800699,103.8444366,"['1 Kadayanallur Street', '#01-35 Maxwell Food Centre', 'Singapore 069184', 'Singapore']",4.5,4.0,$,69184
1154,Maxwell Food Centre,first time singapore first hawker center friend ever place great essentially huge cafeteria,singaporean,1.28033870373862,103.844763135292,"['1 Kadayanallur St', 'Singapore 069184', 'Singapore']",4.5,242.0,$,69184
1155,Maxwell Food Centre,place quite large many entrances main large sections lots restaurants set even though seems like,singaporean,1.28033870373862,103.844763135292,"['1 Kadayanallur St', 'Singapore 069184', 'Singapore']",4.5,242.0,$,69184
1156,Maxwell Food Centre,delicious hawker center able nosh several time stay singapore center consists ton food vendors situated next,singaporean,1.28033870373862,103.844763135292,"['1 Kadayanallur St', 'Singapore 069184', 'Singapore']",4.5,242.0,$,69184
1178,Molly Roffey's Irish Pub,checked molly roffeys meetup event meet new people singapore around comfortable sitting,irish,1.29112759104418,103.856163024902,"['8 Raffles Avenue', '#01-13E Esplanade Mall', 'Singapore 039802', 'Singapore']",4.0,2.0,$$,39802
1179,Molly Roffey's Irish Pub,want perfect place beer see merlion look food bar food pizza fries wings beer cold tall,irish,1.29112759104418,103.856163024902,"['8 Raffles Avenue', '#01-13E Esplanade Mall', 'Singapore 039802', 'Singapore']",4.0,2.0,$$,39802
1180,Mookata,glad able dinein quality food service god never mind paying compared mookata,thai,1.29936891886715,103.854921162128,"['200 Victoria St', '#02-53', 'Singapore 188021', 'Singapore']",3.5,3.0,$$,188021
1181,Mookata,used live nearby often ate havent back awhile moved abroad made sure go back singapore last,thai,1.29936891886715,103.854921162128,"['200 Victoria St', '#02-53', 'Singapore 188021', 'Singapore']",3.5,3.0,$$,188021
1182,Mookata,moo means pork kata means skillet originated chiang mai uses pork lard instead usual oil butter combination korean bbq,thai,1.29936891886715,103.854921162128,"['200 Victoria St', '#02-53', 'Singapore 188021', 'Singapore']",3.5,3.0,$$,188021
1183,Mookata,complaints place wonderful meal relatively new restaurant space everything still shiny clean ordered set,thai,1.29936891886715,103.854921162128,"['200 Victoria St', '#02-53', 'Singapore 188021', 'Singapore']",3.5,3.0,$$,188021
1184,Mookata,every restaurant long snaky queues outside shop even food court fullhouse noticed mookata best solution us,thai,1.29936891886715,103.854921162128,"['200 Victoria St', '#02-53', 'Singapore 188021', 'Singapore']",3.5,3.0,$$,188021
1185,Mookata,second time esting mookata first time ok time seriously bad worst mookata ever eaten far glad,thai,1.29936891886715,103.854921162128,"['200 Victoria St', '#02-53', 'Singapore 188021', 'Singapore']",3.5,3.0,$$,188021
1186,Mouth Restaurant,regular place dim sum past still value money choice family dinners havent frequent visitor since moved,cantonese,1.284177,103.846722,"['22 Cross St', '#01-61', 'China Square Central', 'Singapore 048421', 'Singapore']",4.0,10.0,$$,48421
1187,Mouth Restaurant,attentive servers courteous pleasant disposition plus good food crucial ingredients good meal used doubt mouth restaurant,cantonese,1.284177,103.846722,"['22 Cross St', '#01-61', 'China Square Central', 'Singapore 048421', 'Singapore']",4.0,10.0,$$,48421
1188,Mouth Restaurant,came dim sum saturday afternoon friend made reservation although restaurant doesnt seem crowded prompt service,cantonese,1.284177,103.846722,"['22 Cross St', '#01-61', 'China Square Central', 'Singapore 048421', 'Singapore']",4.0,10.0,$$,48421
1189,Mrs Pho,sugar cane prawns starsit tasted bit sweet artificial used frozen prawn balls instead fresh frozen,vietnamese,1.30142174258793,103.8617018118,"['349 Beach Rd', 'Singapore 199570', 'Singapore']",4.0,57.0,$,199570
1190,Mrs Pho,open years authentic phở lemon enough sauce much msg comfortable sitting dirty toilet amicable service first,vietnamese,1.30142174258793,103.8617018118,"['349 Beach Rd', 'Singapore 199570', 'Singapore']",4.0,57.0,$,199570
1191,Mrs Pho,small vietnamese eatery beach road searching good pho place town ages happy say place disappoint food ordered,vietnamese,1.30142174258793,103.8617018118,"['349 Beach Rd', 'Singapore 199570', 'Singapore']",4.0,57.0,$,199570
1216,My Awesome Cafe,really great cafe restaurant telok ayerthe food delicious kind pricey however give decently large portion sizes,western,1.28016,103.8471,"['202 Telok Ayer Street', 'Singapore 068639', 'Singapore']",4.0,38.0,$$,68639
1217,My Awesome Cafe,adorable cafebar stumbled upon walking chinatown friendly staff creative drinks get keep idea bulb order,western,1.28016,103.8471,"['202 Telok Ayer Street', 'Singapore 068639', 'Singapore']",4.0,38.0,$$,68639
1218,My Awesome Cafe,excellent cafe telok ayer area hard spot sign look buddy place staff wearing awesome tshirts know,western,1.28016,103.8471,"['202 Telok Ayer Street', 'Singapore 068639', 'Singapore']",4.0,38.0,$$,68639
1240,My Little Spanish Place,easy going place great food sat outside water sun went moon rose city background setting pretty sweet,spanish,1.28717,103.84925,"['54 Boat Quay', 'Singapore 049843', 'Singapore']",4.0,4.0,$$$,49843
1241,My Little Spanish Place,came friends celebrate birthday food portions small shareable items like paella good sharing order average prices,spanish,1.28717,103.84925,"['54 Boat Quay', 'Singapore 049843', 'Singapore']",4.0,4.0,$$$,49843
1242,My Little Spanish Place,really enjoyed tapas heresure touristy boat quay nice night sit outside peoplewatch waiting tapas,spanish,1.28717,103.84925,"['54 Boat Quay', 'Singapore 049843', 'Singapore']",4.0,4.0,$$$,49843
1246,My Little Spanish Place,tapas brunch sunday license eat much want otortilla de patata con alioli potato omelette alioli albondigas meatballs,spanish,1.28717,103.84925,"['54 Boat Quay', 'Singapore 049843', 'Singapore']",4.0,4.0,$$$,49843
1247,My Little Spanish Place,best spanish restaurant singapore far highly recommend chochinillo asada iberico aka baby pig order day advance,spanish,1.28717,103.84925,"['54 Boat Quay', 'Singapore 049843', 'Singapore']",4.0,4.0,$$$,49843
1248,My Little Spanish Place,summary authentic homestyle spanish restaurant ive far singapore food fantastic price reasonable sg,spanish,1.28717,103.84925,"['54 Boat Quay', 'Singapore 049843', 'Singapore']",4.0,4.0,$$$,49843
1270,My Little Tapas Bar,came expecting little walked away thinking else find excuse come back lord oh mighty possibly one best tapas meal,spanish,1.2812521,103.8455394,"['14 Ann Siang Road', 'Singapore 069694', 'Singapore']",4.5,8.0,$$$,69694
1271,My Little Tapas Bar,amazing tapas enjoyed fully eggplant octopus croquette prawns tortillas also ordered fideua quite disappointment,spanish,1.2812521,103.8455394,"['14 Ann Siang Road', 'Singapore 069694', 'Singapore']",4.5,8.0,$$$,69694
1272,My Little Tapas Bar,like tapas good selection wines seem complement dishes well tapas authentic little modern,spanish,1.2812521,103.8455394,"['14 Ann Siang Road', 'Singapore 069694', 'Singapore']",4.5,8.0,$$$,69694
1297,Nam Nam Noodle Bar,period vietnam closed international travel ideal place love traditional vietnamese coffee course,vietnamese,1.29324,103.85809,"['Temasek Boulevard', '#B1-131', 'Downtown Core 038983', 'Singapore']",3.0,10.0,$,38983
1298,Nam Nam Noodle Bar,consider fast food chain pho expect crowds lunch lunch sets quick orders plenty seating suntec outlet,vietnamese,1.29324,103.85809,"['Temasek Boulevard', '#B1-131', 'Downtown Core 038983', 'Singapore']",3.0,10.0,$,38983
1299,Nam Nam Noodle Bar,sauce salad nice pomelo bit taste bad spring roll taste fresh lucky ordered little try,vietnamese,1.29324,103.85809,"['Temasek Boulevard', '#B1-131', 'Downtown Core 038983', 'Singapore']",3.0,10.0,$,38983
1300,Nana Thai,popped tuesday night nofrills thai place get dirty right smack golden mile complex bars thai,thai,1.30308,103.8650894,"['5001 Beach Road', 'Golden Mile Complex #01-51/52/66C', 'Singapore 199588', 'Singapore']",4.0,6.0,$,199588
1301,Nana Thai,hey people love thai food try nana thai serve authentic thai cuisine valuable priceits located level,thai,1.30308,103.8650894,"['5001 Beach Road', 'Golden Mile Complex #01-51/52/66C', 'Singapore 199588', 'Singapore']",4.0,6.0,$,199588
1302,Nana Thai,fuss free thai food stall tuck golden mile complex pricing reasonable generous portion ordered cold,thai,1.30308,103.8650894,"['5001 Beach Road', 'Golden Mile Complex #01-51/52/66C', 'Singapore 199588', 'Singapore']",4.0,6.0,$,199588
1303,Nando's,nandos international casual dining restaurant chain originating south africa specializes flamegrilled chicken dishes lemon,portuguese,1.298907,103.854756,"['200 Victoria St', '#01-85/87', 'Singapore 188021', 'Singapore']",2.5,17.0,$$,188021
1304,Nando's,really talking nandos husband never london unfortunately particular location best showing,portuguese,1.298907,103.854756,"['200 Victoria St', '#01-85/87', 'Singapore 188021', 'Singapore']",2.5,17.0,$$,188021
1305,Nando's,best grilled chicken ive side rice terrible basically white rice vegetables look like came,portuguese,1.298907,103.854756,"['200 Victoria St', '#01-85/87', 'Singapore 188021', 'Singapore']",2.5,17.0,$$,188021
1306,Nando's,nandos one favorite food particular location horribleservice extremely poor dont idea pr considered,portuguese,1.298907,103.854756,"['200 Victoria St', '#01-85/87', 'Singapore 188021', 'Singapore']",2.5,17.0,$$,188021
1307,Nando's,wasnt going say anything nandos messed order twice costing chilis loyalty program saved,portuguese,1.298907,103.854756,"['200 Victoria St', '#01-85/87', 'Singapore 188021', 'Singapore']",2.5,17.0,$$,188021
1308,Nando's,honest rip hoping wholesome salad seriously pathetic expensive cost beyond subpar,portuguese,1.298907,103.854756,"['200 Victoria St', '#01-85/87', 'Singapore 188021', 'Singapore']",2.5,17.0,$$,188021
1309,Nando's,chicken flavourful breast slightly dry mild already spicy bottomless drink isnt really bottomless,portuguese,1.298907,103.854756,"['200 Victoria St', '#01-85/87', 'Singapore 188021', 'Singapore']",2.5,17.0,$$,188021
1310,Nando's,generous portions seems mostly frequented youths daughter likes food often dine friends,portuguese,1.298907,103.854756,"['200 Victoria St', '#01-85/87', 'Singapore 188021', 'Singapore']",2.5,17.0,$$,188021
1311,Nando's,service charge gst dinning outlet showed table one order easily scanning qr code table,portuguese,1.298907,103.854756,"['200 Victoria St', '#01-85/87', 'Singapore 188021', 'Singapore']",2.5,17.0,$$,188021
1312,Nando's,chicken meat beautifully grilled outer skin nice charred taste meat inside still moist tasty depending,portuguese,1.298907,103.854756,"['200 Victoria St', '#01-85/87', 'Singapore 188021', 'Singapore']",2.5,17.0,$$,188021
1313,Nefertiti Restaurant & Cafe,stay away food serve nothing like pictured menu mix cold mazza white bread served tahini tomatoes,mediterranean,1.300834,103.859387,"['47 Arab St', 'Singapore 199744', 'Singapore']",3.5,3.0,$$,199744
1314,Nefertiti Restaurant & Cafe,excellent food get lamb kabab bread chicken kabab service entertaining lol gaming station front havent,mediterranean,1.300834,103.859387,"['47 Arab St', 'Singapore 199744', 'Singapore']",3.5,3.0,$$,199744
1321,New Udon Thai Mookata,really really good mookatait couple weeks back started craving mookataso far months tried,thai,1.30308,103.8650894,"['5001 Beach Road', 'Singapore 199588', 'Singapore']",3.5,7.0,$$,199588
1322,New Udon Thai Mookata,affordable thai grill singapore thai inspired enclave located ground floor occupying five shops golden mile complex beach road,thai,1.30308,103.8650894,"['5001 Beach Road', 'Singapore 199588', 'Singapore']",3.5,7.0,$$,199588
1323,New Udon Thai Mookata,two friends walking past seemed pretty popular got queue got place minutes later ordered standard,thai,1.30308,103.8650894,"['5001 Beach Road', 'Singapore 199588', 'Singapore']",3.5,7.0,$$,199588
1324,Ngon,ngon opened recently maybe still teething problems since one raffles place open officially cashnets accepted credit cards,vietnamese,1.28433,103.8510284,"['One Raffles Place', '#B1-17', 'Singapore 048616', 'Singapore']",1.5,8.0,$,48616
1325,Ngon,lucky busting business lunch time food average even vietnamese fastfood standards namnam sister cm,vietnamese,1.28433,103.8510284,"['One Raffles Place', '#B1-17', 'Singapore 048616', 'Singapore']",1.5,8.0,$,48616
1326,Ngon,tasty wise ok beef slices thin opted medium level doneness right pho generous amount beef slices,vietnamese,1.28433,103.8510284,"['One Raffles Place', '#B1-17', 'Singapore 048616', 'Singapore']",1.5,8.0,$,48616
1327,Nobu-ya,telling allowing people book table never mind trying walk promise buy alcohol place,japanese,1.30044,103.85225,"['190 Middle Rd', 'Fortune Centre', 'Singapore 188979', 'Singapore']",3.0,12.0,$$$,188979
1328,Nobu-ya,famously allowing nondrinking diners eat know good restaurant rules whingers go,japanese,1.30044,103.85225,"['190 Middle Rd', 'Fortune Centre', 'Singapore 188979', 'Singapore']",3.0,12.0,$$$,188979
1329,Nobu-ya,racist boss treats nonjapanese customers employees like crap really average food could survive served inside household,japanese,1.30044,103.85225,"['190 Middle Rd', 'Fortune Centre', 'Singapore 188979', 'Singapore']",3.0,12.0,$$$,188979
1330,Nongkhai Beer House,took nana left som tam good tam taeng cucumber salad better favourite som tam oum pomelo available,thai,1.302908,103.864945,"['5001 Beach Road', '#01-73/74, Golden Mile Complex', 'Singapore 199588', 'Singapore']",2.5,4.0,$,199588
1331,Nongkhai Beer House,ive channeling inner dora explorer lunch breaks find new places feed pesky thai cravings golden mile naturally came mind,thai,1.302908,103.864945,"['5001 Beach Road', '#01-73/74, Golden Mile Complex', 'Singapore 199588', 'Singapore']",2.5,4.0,$,199588
1332,Nongkhai Beer House,food average average service surly unhelpful even singapore standards might house speciality beyond apathetic service,thai,1.302908,103.864945,"['5001 Beach Road', '#01-73/74, Golden Mile Complex', 'Singapore 199588', 'Singapore']",2.5,4.0,$,199588
1333,O'ma Spoon,fellow yelper craving cold beverages decided give place try ive heard another foodie,korean,1.29092198357328,103.857523718381,"['6 Raffles Boulevard', '#04-102', 'Singapore 039594', 'Singapore']",4.0,1.0,$,39594
1334,Old Chengdu Sichuan Cuisine,youre looking authentic szechuan youve come right place everything entirely mandarin menus pictures,chinese,1.28379,103.84365,"['80/82 Pagoda St', 'Singapore 059239', 'Singapore']",4.0,13.0,$$,59239
1335,Old Chengdu Sichuan Cuisine,holy molyfantastic sichuan food chinatown area singapore walked hunch passing probably competent,chinese,1.28379,103.84365,"['80/82 Pagoda St', 'Singapore 059239', 'Singapore']",4.0,13.0,$$,59239
1336,Old Chengdu Sichuan Cuisine,amaaaazing sichuan chinese food went saturday come next day food good favorites spicy,chinese,1.28379,103.84365,"['80/82 Pagoda St', 'Singapore 059239', 'Singapore']",4.0,13.0,$$,59239
1337,Once Upon A Bar,upon bar chilled ambiance mostly wood furnishings remind western drink deals remember correctly arent,thai,1.28377,103.8485565,"['25 Church Street', '#01-01 Capital Square Three', 'Singapore 049482', 'Singapore']",3.0,3.0,$,49482
1338,Once Upon A Bar,upon bar somewhere deep recesses far east square becomes capital square three lies tavernlike bar extensive,thai,1.28377,103.8485565,"['25 Church Street', '#01-01 Capital Square Three', 'Singapore 049482', 'Singapore']",3.0,3.0,$,49482
1339,Once Upon A Bar,bar attempts serve everything ends specialising probably indian sorts asian food name,thai,1.28377,103.8485565,"['25 Church Street', '#01-01 Capital Square Three', 'Singapore 049482', 'Singapore']",3.0,3.0,$,49482
1349,Outram Park Fried Kway Teow Mee,husband found singapores eater list yelp came hawker went second floor didnt much difficulty finding,singaporean,1.285331,103.845857,"['531A Upper Cross St', '#02-17', 'Hong Lim Food Center', 'Singapore 051531', 'Singapore']",4.5,27.0,$,51531
1350,Outram Park Fried Kway Teow Mee,still one better char kway teow town manage lines well pretaking orders giving impression wait long,singaporean,1.285331,103.845857,"['531A Upper Cross St', '#02-17', 'Hong Lim Food Center', 'Singapore 051531', 'Singapore']",4.5,27.0,$,51531
1351,Outram Park Fried Kway Teow Mee,hardly eat char kway teow one stuck memory early still kid price plate slowly,singaporean,1.285331,103.845857,"['531A Upper Cross St', '#02-17', 'Hong Lim Food Center', 'Singapore 051531', 'Singapore']",4.5,27.0,$,51531
1352,Oven & Fried Chicken,bad dine hereits great place hang time week im surprised place open sundays popped,korean,1.280514,103.847454,"['182 Telok Ayer Street', 'Singapore 068630', 'Singapore']",3.0,5.0,$$,68630
1353,Oven & Fried Chicken,ok entered place hostility heart used house favourite thai spa move rent doubled friend,korean,1.280514,103.847454,"['182 Telok Ayer Street', 'Singapore 068630', 'Singapore']",3.0,5.0,$$,68630
1354,Oven & Fried Chicken,high hopes place food okay could use variety service abhorrentwe made reservation week advance,korean,1.280514,103.847454,"['182 Telok Ayer Street', 'Singapore 068630', 'Singapore']",3.0,5.0,$$,68630
1355,Pagi Sore Indonesian Restaurant,conveniently located min walk office good choice team lunches generous portions often find unable finish,indonesian,1.28257,103.8485794,"['88/90 Telok Ayer Street, Far East Square', 'Singapore 048470', 'Singapore']",3.0,5.0,$$,48470
1356,Pagi Sore Indonesian Restaurant,sadly quality food ability kitchen deliver food us timely fashion lackingthere also seemed lack,indonesian,1.28257,103.8485794,"['88/90 Telok Ayer Street, Far East Square', 'Singapore 048470', 'Singapore']",3.0,5.0,$$,48470
1357,Pagi Sore Indonesian Restaurant,guess main reason instead star rating sad tahu telur would probably slightly expensive prices felt,indonesian,1.28257,103.8485794,"['88/90 Telok Ayer Street, Far East Square', 'Singapore 048470', 'Singapore']",3.0,5.0,$$,48470
1358,Paulaner Bräuhaus Singapore,whenever visit singapore make essential stop visit placeclose eyes take gulp lovely crisp cool beer could,german,1.2918506,103.8601228,"['9 Raffles Boulevard', '#01-01', 'Singapore 039596', 'Singapore']",3.5,25.0,$$,39596
1359,Paulaner Bräuhaus Singapore,excellent locally brewed beer reasonable german food pork knuckle crispy nice athmosphere,german,1.2918506,103.8601228,"['9 Raffles Boulevard', '#01-01', 'Singapore 039596', 'Singapore']",3.5,25.0,$$,39596
1360,Paulaner Bräuhaus Singapore,paulaner part restaurantbar complex esplanade promenade stops circle line rather large establishment,german,1.2918506,103.8601228,"['9 Raffles Boulevard', '#01-01', 'Singapore 039596', 'Singapore']",3.5,25.0,$$,39596
1361,Peach Garden Noodle House,friend looking gardens bay found directed area could early dinner decided,cantonese,1.28176693230255,103.864047620324,"['18 Marina Gardens Drive', 'Gardens By The Bay', 'Singapore 018953', 'Singapore']",3.0,7.0,$$,18953
1362,Peach Garden Noodle House,realize partitioned individual restauranteatery within gardens supertree dining maybe always partitioned never,cantonese,1.28176693230255,103.864047620324,"['18 Marina Gardens Drive', 'Gardens By The Bay', 'Singapore 018953', 'Singapore']",3.0,7.0,$$,18953
1363,Peach Garden Noodle House,chinese food decent definitely way overpriced service food get isnt worth got crispy duck congee w,cantonese,1.28176693230255,103.864047620324,"['18 Marina Gardens Drive', 'Gardens By The Bay', 'Singapore 018953', 'Singapore']",3.0,7.0,$$,18953
1364,Peach Garden Noodle House,needed eat lunch airport flying also needed use singaporean money left really wanted noodles peach,cantonese,1.28176693230255,103.864047620324,"['18 Marina Gardens Drive', 'Gardens By The Bay', 'Singapore 018953', 'Singapore']",3.0,7.0,$$,18953
1365,Peach Garden Noodle House,nice place chill enjoy lighter fare flight really appreciated spacious seating carpeted area kept place,cantonese,1.28176693230255,103.864047620324,"['18 Marina Gardens Drive', 'Gardens By The Bay', 'Singapore 018953', 'Singapore']",3.0,7.0,$$,18953
1366,Peach Garden Noodle House,yay outpost peach garden airport less carrot cake bad shrimp chive dumplings full shrimp guess,cantonese,1.28176693230255,103.864047620324,"['18 Marina Gardens Drive', 'Gardens By The Bay', 'Singapore 018953', 'Singapore']",3.0,7.0,$$,18953
1370,Penang Place,glad found penang eatery need travel malaysia leow best singapore must one best diediemustry,malay,1.2957108,103.8586488,"['3 Temasek Blvd', '#02-314/315/316, West Wing', 'Singapore 038983', 'Singapore']",4.0,17.0,$$,38983
1371,Penang Place,old family favourite visiting ever since early days science park standard food still excellent servers super,malay,1.2957108,103.8586488,"['3 Temasek Blvd', '#02-314/315/316, West Wing', 'Singapore 038983', 'Singapore']",4.0,17.0,$$,38983
1372,Penang Place,disclaimer dont know much penangspecific food however trusted yelper came miniuye pointed two things,malay,1.2957108,103.8586488,"['3 Temasek Blvd', '#02-314/315/316, West Wing', 'Singapore 038983', 'Singapore']",4.0,17.0,$$,38983
1394,Pepenero,pleasant evening spent staff polite unobtrusive ambience cozy yet scary loud groupthe food,italian,1.28036,103.8480835,"['14 Stanley Street', 'Singapore 068733', 'Singapore']",3.5,7.0,$$$,68733
1395,Pepenero,awesome awesome service team wonderful friendly thoughtful liked wine recommendations lot menu isnt regular,italian,1.28036,103.8480835,"['14 Stanley Street', 'Singapore 068733', 'Singapore']",3.5,7.0,$$$,68733
1396,Pepenero,loved pepeneroswent saturday might arrived around people place got lots attention chef,italian,1.28036,103.8480835,"['14 Stanley Street', 'Singapore 068733', 'Singapore']",3.5,7.0,$$$,68733
1397,Pepper Lunch,came squeeze thought would japanese fast food quick lunch ducktour bus sentosa bit weirded,japanese,1.29527,103.8587723,"['3 Temasek Boulvard', '#B1-010 Suntec City Mall', 'Singapore 038983', 'Singapore']",4.0,1.0,$,38983
1398,PHO 99 Vietnamese Delights,worst vietnamese food ever possibly worst take food ever called pho packaged separately assemble,vietnamese,1.27999,103.8468094,"['57 Amoy Street', 'Singapore 069883', 'Singapore']",3.0,10.0,$$,69883
1399,PHO 99 Vietnamese Delights,craving vietnamese food chanced upon servers friendly food average signature beef pho chicken pho,vietnamese,1.27999,103.8468094,"['57 Amoy Street', 'Singapore 069883', 'Singapore']",3.0,10.0,$$,69883
1400,PHO 99 Vietnamese Delights,pho restaurant average probably tasty authentic vietnamese flavor find sweet desperate bowl,vietnamese,1.27999,103.8468094,"['57 Amoy Street', 'Singapore 069883', 'Singapore']",3.0,10.0,$$,69883
1401,Phuc Deli Viet,really like pho dont mind eating every day find good pho singapore almost impossible yes tons vietnamese,vietnamese,1.27923,103.8487701,"['120 Robinson Rd', '#02-01', 'Singapore 068913', 'Singapore']",3.5,2.0,$,68913
1402,Phuc Deli Viet,overall place good quick filling lunchits usually pretty packed people relatively quickly open,vietnamese,1.27923,103.8487701,"['120 Robinson Rd', '#02-01', 'Singapore 068913', 'Singapore']",3.5,2.0,$,68913
1403,Piedra Negra,love place nice mexicanamerican food lovely haji lane great price beers super cheap singapore standards dishes,mexican,1.3001699,103.8595276,"['241 Beach Road', 'Singapore 189753', 'Singapore']",3.5,36.0,$$,189753
1404,Piedra Negra,pretty good mexican food singapore decent happy hour live music night great atmosphere staff attentive friendly,mexican,1.3001699,103.8595276,"['241 Beach Road', 'Singapore 189753', 'Singapore']",3.5,36.0,$$,189753
1405,Piedra Negra,five stars affordable happy hour margaritas five stars great murals food isnt worth surprising far away,mexican,1.3001699,103.8595276,"['241 Beach Road', 'Singapore 189753', 'Singapore']",3.5,36.0,$$,189753
1406,Pita Pan,pita pan great place grab food nightly light show get good view light show steps marina bay sands,mediterranean,1.27885,103.8572,"['2 Bayfront Avenue', '#01-87', 'The Shoppes at Marina Bay Sands', 'Singapore 018972', 'Singapore']",3.0,13.0,$,18972
1407,Pita Pan,something different change decent foodvisited weekday place fairly empty customers mostly look like tourists visiting,mediterranean,1.27885,103.8572,"['2 Bayfront Avenue', '#01-87', 'The Shoppes at Marina Bay Sands', 'Singapore 018972', 'Singapore']",3.0,13.0,$,18972
1408,Pita Pan,getting charged service food order cashier bring back table extra charge,mediterranean,1.27885,103.8572,"['2 Bayfront Avenue', '#01-87', 'The Shoppes at Marina Bay Sands', 'Singapore 018972', 'Singapore']",3.0,13.0,$,18972
1409,Pita Pan,get two stars solely food minus star ambience one service service one pricedo order,mediterranean,1.27885,103.8572,"['2 Bayfront Avenue', '#01-87', 'The Shoppes at Marina Bay Sands', 'Singapore 018972', 'Singapore']",3.0,13.0,$,18972
