,Unnamed: 0_x,Unnamed: 0.1,name,id,review,Unnamed: 0_y,cuisine,latitude,longitude,address,rating,review_count,price
5994,1201.0,1201.0,Kilo,txwpCDw5Utu9WbM0VtYJqg,great fusion food prices high side non airconditioned environment kallang riverside park area duck salad pork,460,italian,1.30612,103.866127,"['66 Kampong Bugis', '#02-01', 'Singapore 338987', 'Singapore']",4.0,22,$$
5995,1202.0,1202.0,Kilo,txwpCDw5Utu9WbM0VtYJqg,ended restaurant intended eat closed always call ahead food pricey side adults,460,italian,1.30612,103.866127,"['66 Kampong Bugis', '#02-01', 'Singapore 338987', 'Singapore']",4.0,22,$$
5999,1224.0,1224.0,Peperoni Pizzeria,KhHK9PLVmFR7fnLPU39iGA,im stoked peperoni opened near live serve tasty pizzas pastasthis biotech business park fairly empty,461,italian,1.304,103.79134,"['10 Biopolis Rd', '#01-01, Chromos', 'Singapore 138670', 'Singapore']",4.5,4,$$
6000,1225.0,1225.0,Peperoni Pizzeria,KhHK9PLVmFR7fnLPU39iGA,grateful comfort food convenient location lunch crowd overwhelming lunch deal worth rush get pasta,461,italian,1.304,103.79134,"['10 Biopolis Rd', '#01-01, Chromos', 'Singapore 138670', 'Singapore']",4.5,4,$$
6001,1226.0,1226.0,Peperoni Pizzeria,KhHK9PLVmFR7fnLPU39iGA,days american craving good ol thin crust pepperoni pizza peperoni right like crust,461,italian,1.304,103.79134,"['10 Biopolis Rd', '#01-01, Chromos', 'Singapore 138670', 'Singapore']",4.5,4,$$
6002,1250.0,1250.0,Peperoni Pizzeria,iYPL0oePzFohBQexVaxT-g,good pizza pasta tomato sauce leans towards sour side liked tell made sauce housefairly pricey good,461,italian,1.304,103.79134,"['10 Biopolis Rd', '#01-01, Chromos', 'Singapore 138670', 'Singapore']",4.5,4,$$
6003,1251.0,1251.0,Peperoni Pizzeria,iYPL0oePzFohBQexVaxT-g,awesome spread varieties food taste like authentic italian food pizza portion huge family favourite,461,italian,1.304,103.79134,"['10 Biopolis Rd', '#01-01, Chromos', 'Singapore 138670', 'Singapore']",4.5,4,$$
6004,1252.0,1252.0,Peperoni Pizzeria,iYPL0oePzFohBQexVaxT-g,peperoni familys favorite pizza joint singapore new york city high standards comes pizza favorite,461,italian,1.304,103.79134,"['10 Biopolis Rd', '#01-01, Chromos', 'Singapore 138670', 'Singapore']",4.5,4,$$
6005,1365.0,1365.0,Peperoni Pizzeria,LX1K2t3Eb3klk89n7BhZpQ,first time eating peperoni first time outlet upper thomson end long stretch shophouses,461,italian,1.304,103.79134,"['10 Biopolis Rd', '#01-01, Chromos', 'Singapore 138670', 'Singapore']",4.5,4,$$
6006,1227.0,1227.0,Shokudo Japanese Coffee House,UiicDdQqOB7HukEIt7ItYQ,chicken fillet wasabi mayo nice prefer shokudo japanese coffe house bugis one cathay cineleisure complex,462,italian,1.29741,103.8566208,"['87 Beach Rd', '#02-09  Chye Sing Building', 'Singapore 189695', 'Singapore']",4.0,1,$$
6007,1234.0,1234.0,Il Piccolo,qLAWZ4W_euUMi-rK7bj7gQ,classy stall coffeeshop tried periperi chicken spaghetti promotion version periperi sauce come,463,italian,1.33419695725622,103.849711562582,"['Blk 78C, Toa Payoh Central', 'Singapore 313078', 'Singapore']",4.0,1,$$
6014,1228.0,1228.0,Skinny Pizza,OgHz1ymCQM9fXwJXf9rBMg,deciding eat lunch friend decided venture new wing plaza singapura friend suggested place,465,italian,1.29947601839573,103.846217404704,"['68 Orchard Road', '#03-79/83, Plaza Singapure', 'Singapore 238839', 'Singapore']",3.5,7,$$
6015,1229.0,1229.0,Skinny Pizza,OgHz1ymCQM9fXwJXf9rBMg,im basing first times place id give stars impressed first time aroundsuper thin crisp pizzas,465,italian,1.29947601839573,103.846217404704,"['68 Orchard Road', '#03-79/83, Plaza Singapure', 'Singapore 238839', 'Singapore']",3.5,7,$$
6016,1230.0,1230.0,Skinny Pizza,OgHz1ymCQM9fXwJXf9rBMg,love pizza name suggest pizza skinny terms dough theres little dough feel like eating biscuit,465,italian,1.29947601839573,103.846217404704,"['68 Orchard Road', '#03-79/83, Plaza Singapure', 'Singapore 238839', 'Singapore']",3.5,7,$$
6017,1235.0,1235.0,Rosso Vino,d97QZ6EaZm_JzN41wHp_iw,walked robertson quay eat different restaurant one apparently didnt space seen number people sitting outside,466,italian,1.29121,103.84196,"['15 Merbau Rd', 'Singapore 239032', 'Singapore']",3.5,12,$$
6018,1236.0,1236.0,Rosso Vino,d97QZ6EaZm_JzN41wHp_iw,amazing food amazing location basically next door park hotel amazing atmosphere weather evening perfect cool breeze,466,italian,1.29121,103.84196,"['15 Merbau Rd', 'Singapore 239032', 'Singapore']",3.5,12,$$
6019,1237.0,1237.0,Rosso Vino,d97QZ6EaZm_JzN41wHp_iw,rosso vino ok nothing bad experience nothing outstanding eat convenience hotel around corner,466,italian,1.29121,103.84196,"['15 Merbau Rd', 'Singapore 239032', 'Singapore']",3.5,12,$$
6020,1244.0,1244.0,La Barca,S47RIadQQrzAFRXo0XPd5w,location parking la barca one eateries located goodman arts centre cafe melba car parks goodman arts,467,italian,1.304636,103.884288,"['90 Goodman Rd', 'Blk C, Goodman Arts Centre', 'Singapore 439053', 'Singapore']",3.5,11,$$
6021,1245.0,1245.0,La Barca,S47RIadQQrzAFRXo0XPd5w,food mediocre pastas pizzas ordinarythe thing going extremely kids friendly means parents get,467,italian,1.304636,103.884288,"['90 Goodman Rd', 'Blk C, Goodman Arts Centre', 'Singapore 439053', 'Singapore']",3.5,11,$$
6022,1246.0,1246.0,La Barca,S47RIadQQrzAFRXo0XPd5w,lunch families enjoyed experience food good restaurants location art centre makes,467,italian,1.304636,103.884288,"['90 Goodman Rd', 'Blk C, Goodman Arts Centre', 'Singapore 439053', 'Singapore']",3.5,11,$$
6023,1219.0,1219.0,Ah Bong's Italian,RNpUmhmPei79mHb8HvrhKg,ive never original coffee shop location tiong bahru given opportunity try second air conditioned outlet couldnt,468,italian,1.29787795894514,103.857125989331,"['103 Beach Rd', '#01-02', 'Singapore 189704', 'Singapore']",4.0,2,$$
6024,1220.0,1220.0,Ah Bong's Italian,RNpUmhmPei79mHb8HvrhKg,place popular small make sure book want indoors airconthe owner couldnt excited food offer,468,italian,1.29787795894514,103.857125989331,"['103 Beach Rd', '#01-02', 'Singapore 189704', 'Singapore']",4.0,2,$$
6025,1254.0,1254.0,Trattoria Gallo D'oro,cFkiKobXPYWCX32Gno90mw,review dinner friend trattoria gallo dorothis little restaurant tucked away back corner smaller building,469,italian,1.28880336939099,103.842335271164,"['Central Mall', '7 Magazine Road', '#01-03', 'Singapore 059572', 'Singapore']",2.5,4,$$
6026,1255.0,1255.0,Trattoria Gallo D'oro,cFkiKobXPYWCX32Gno90mw,came couple friends lunch course lunch set ambiance place pretty homey quiet quite,469,italian,1.28880336939099,103.842335271164,"['Central Mall', '7 Magazine Road', '#01-03', 'Singapore 059572', 'Singapore']",2.5,4,$$
6027,1256.0,1256.0,Trattoria Gallo D'oro,cFkiKobXPYWCX32Gno90mw,twice pasta another pizza theyre pretty open dietary restrictions small special requests,469,italian,1.28880336939099,103.842335271164,"['Central Mall', '7 Magazine Road', '#01-03', 'Singapore 059572', 'Singapore']",2.5,4,$$
6028,1238.0,1238.0,Bruno's Pizzeria & Grill,lgfG_hQos2l6TSku7ThJIA,back homely brunos dinner starting night burrata followed al granchio tiramisu dessert food awesome always,470,italian,1.3037,103.8965,"['344 Tanjong Katong Rd', 'Singapore 437113', 'Singapore']",3.5,21,$$
6029,1239.0,1239.0,Bruno's Pizzeria & Grill,lgfG_hQos2l6TSku7ThJIA,husband cant remember life brunosthis favourite neighbourhood pizzeria sure theres loperetta street also,470,italian,1.3037,103.8965,"['344 Tanjong Katong Rd', 'Singapore 437113', 'Singapore']",3.5,21,$$
6030,1240.0,1240.0,Bruno's Pizzeria & Grill,lgfG_hQos2l6TSku7ThJIA,great pizza glass great red italian red wine service excellent attentive staff,470,italian,1.3037,103.8965,"['344 Tanjong Katong Rd', 'Singapore 437113', 'Singapore']",3.5,21,$$
6031,1241.0,1241.0,Room Coffee Bar,eCAieWKim-lbZ7v6Y7AaYw,fast friendly services good chicken cesar salad little bit high salad salad wroth come back,471,italian,1.2740901,103.8007965,"['460 Alexandra Road #01 -18', 'Singapore 119963', 'Singapore']",4.0,4,$$
6032,1242.0,1242.0,Room Coffee Bar,eCAieWKim-lbZ7v6Y7AaYw,maybe one place alexandra retail centre soulroom coffee bar serve gourmet coffee wholesome food also cakes,471,italian,1.2740901,103.8007965,"['460 Alexandra Road #01 -18', 'Singapore 119963', 'Singapore']",4.0,4,$$
6033,1243.0,1243.0,Room Coffee Bar,eCAieWKim-lbZ7v6Y7AaYw,room coffee bar located new mall rather dead industrial alexandra area quote feature wall piqued interest,471,italian,1.2740901,103.8007965,"['460 Alexandra Road #01 -18', 'Singapore 119963', 'Singapore']",4.0,4,$$
6034,1247.0,1247.0,Pizza Express,qPLfBgocKDKQSaKwy-SUsA,horrible chicken wings fresh bad taste recooked twice disgusted display pizza ok nothing,472,italian,1.3058101,103.8327305,"['6 Scotts Rd', 'Unit B1 08/09', 'Singapore 228209', 'Singapore']",3.0,9,$$
6035,1248.0,1248.0,Pizza Express,qPLfBgocKDKQSaKwy-SUsA,im giving stars cause service staff nice accommodating got seated right away since crowdedwhen comes,472,italian,1.3058101,103.8327305,"['6 Scotts Rd', 'Unit B1 08/09', 'Singapore 228209', 'Singapore']",3.0,9,$$
6036,1249.0,1249.0,Pizza Express,qPLfBgocKDKQSaKwy-SUsA,chain uk serves fantastic pizza come thin crisp crust good quality toppings dont skimp onthe carbonara,472,italian,1.3058101,103.8327305,"['6 Scotts Rd', 'Unit B1 08/09', 'Singapore 228209', 'Singapore']",3.0,9,$$
6037,1279.0,1279.0,Il Cielo,9u0arJZhBjJbU3LbHBM8hQ,il cielo hilton singapore one hidden gems orchard road enjoy delicious italian meal without deal crowd,473,italian,1.305908,103.829416,"['581 Orchard Rd', 'Level 24', 'Singapore 238883', 'Singapore']",4.0,8,$$
6038,1280.0,1280.0,Il Cielo,9u0arJZhBjJbU3LbHBM8hQ,restaurant located level hotel rooftop swimming pool dine area small cosy cooling weekday,473,italian,1.305908,103.829416,"['581 Orchard Rd', 'Level 24', 'Singapore 238883', 'Singapore']",4.0,8,$$
6039,1281.0,1281.0,Il Cielo,9u0arJZhBjJbU3LbHBM8hQ,staying hilton business trip decided try one onsite restaurants seemed pretty pricy one seemed,473,italian,1.305908,103.829416,"['581 Orchard Rd', 'Level 24', 'Singapore 238883', 'Singapore']",4.0,8,$$
6040,1253.0,1253.0,SkyLoft at iFly Singapore,GGR0XrzyqPG171pIo5LUWQ,part sentosa already accepted tourists families rise grab elevator little,474,italian,1.2519166,103.8170471,"['43 Siloso Beach Walk', '#05-01', 'Southern Islands 099010', 'Singapore']",4.0,1,$$
6056,1260.0,1260.0,Da Paolo Gastronomia - Raffles City,Kz0aZRMf5CGregVVh8gOow,ate breakfast mainly writing review warn yelpers giant meringues try one since looked amazing,477,italian,1.294129,103.8531133,"['252 North Bridge Road', '#B1-45', 'Singapore 179103', 'Singapore']",3.5,4,$$
6057,1261.0,1261.0,Da Paolo Gastronomia - Raffles City,Kz0aZRMf5CGregVVh8gOow,came evening friday night grab takeaway pasta carbonara receipt time stamped managed get pasta,477,italian,1.294129,103.8531133,"['252 North Bridge Road', '#B1-45', 'Singapore 179103', 'Singapore']",3.5,4,$$
6058,1262.0,1262.0,Da Paolo Gastronomia - Raffles City,Kz0aZRMf5CGregVVh8gOow,newly opened gastronomia outlet central fountain location raffles city mall good menu great choices stylish design friendly,477,italian,1.294129,103.8531133,"['252 North Bridge Road', '#B1-45', 'Singapore 179103', 'Singapore']",3.5,4,$$
6059,1263.0,1263.0,Modesto's,jneooyD0G4DWqSd6AwyV5g,serve excellent authentic italian food pizza spaghetti meats soups dessertwe ordered minestrone soup soup sweet,478,italian,1.30808384155557,103.835577070713,"['24 Mount Elizabeth', '#01-05 The Elizabeth Hotel', 'Singapore 228518', 'Singapore']",3.5,8,$$
6060,1264.0,1264.0,Modesto's,jneooyD0G4DWqSd6AwyV5g,worst pizza town bologna beef salami tasteless delivered deliveroo deliveroos fault brought,478,italian,1.30808384155557,103.835577070713,"['24 Mount Elizabeth', '#01-05 The Elizabeth Hotel', 'Singapore 228518', 'Singapore']",3.5,8,$$
6061,1265.0,1265.0,Modesto's,jneooyD0G4DWqSd6AwyV5g,farewell treat colleague another colleague im happen invited along place nice arsenal pubim busy,478,italian,1.30808384155557,103.835577070713,"['24 Mount Elizabeth', '#01-05 The Elizabeth Hotel', 'Singapore 228518', 'Singapore']",3.5,8,$$
6062,1405.0,1405.0,Modesto's,WwpB5zYtXfWssW7XtVEW_A,friend visiting singapore meeting fellow travelers recommended try modestos dinner warm night,478,italian,1.30808384155557,103.835577070713,"['24 Mount Elizabeth', '#01-05 The Elizabeth Hotel', 'Singapore 228518', 'Singapore']",3.5,8,$$
6063,1406.0,1406.0,Modesto's,WwpB5zYtXfWssW7XtVEW_A,went celebrate friends birthday quite recently groupon offer worth used disc new customers get,478,italian,1.30808384155557,103.835577070713,"['24 Mount Elizabeth', '#01-05 The Elizabeth Hotel', 'Singapore 228518', 'Singapore']",3.5,8,$$
6064,1407.0,1407.0,Modesto's,WwpB5zYtXfWssW7XtVEW_A,first night singapore ended coworker chicken ceaser disappointing bacon burnt chicken tasted canned glad,478,italian,1.30808384155557,103.835577070713,"['24 Mount Elizabeth', '#01-05 The Elizabeth Hotel', 'Singapore 228518', 'Singapore']",3.5,8,$$
6065,1266.0,1266.0,Table Manners,NXnbtZLJoZ2YRUv_3uYfqw,wasnt bad chill spot eastquiet easily accessible changi city point truffle fries good salmon good thought,479,italian,1.336134,103.965295,"['5 Changi Business Park Central 1', '#01-68/69', 'Singapore 486038', 'Singapore']",3.5,18,$$
6066,1267.0,1267.0,Table Manners,NXnbtZLJoZ2YRUv_3uYfqw,table manners great place city point great choices eating western food mostly best thing menu truffle,479,italian,1.336134,103.965295,"['5 Changi Business Park Central 1', '#01-68/69', 'Singapore 486038', 'Singapore']",3.5,18,$$
6067,1268.0,1268.0,Table Manners,NXnbtZLJoZ2YRUv_3uYfqw,service pretty efficient saturday night thinking specials ultimately decided go aglio olio,479,italian,1.336134,103.965295,"['5 Changi Business Park Central 1', '#01-68/69', 'Singapore 486038', 'Singapore']",3.5,18,$$
6068,1269.0,1269.0,Istanbul Grill's & Cafe,8Gy9VZn5HYNUe0iQPJTLdg,located arab street came get ice cold tea help cool tried one signature iced tea tea quite good,480,italian,1.30151575253815,103.859663045258,"['62 Bussorah Street', 'Singapore 199478', 'Singapore']",2.5,7,$$
6069,1270.0,1270.0,Istanbul Grill's & Cafe,8Gy9VZn5HYNUe0iQPJTLdg,one first places arab street stop tried mezze sampler little food support price,480,italian,1.30151575253815,103.859663045258,"['62 Bussorah Street', 'Singapore 199478', 'Singapore']",2.5,7,$$
6070,1271.0,1271.0,Istanbul Grill's & Cafe,8Gy9VZn5HYNUe0iQPJTLdg,good food ambianceprice fair quality quantitywe ask mixed grill baklava tasty extremely big,480,italian,1.30151575253815,103.859663045258,"['62 Bussorah Street', 'Singapore 199478', 'Singapore']",2.5,7,$$
6077,1272.0,1272.0,Caffé B,BXphYTodNSLUdeVDXmVnog,japaneseitalian fusion restaurant bar ann siang hill housed traditional corner shophouse decor makes place feel bright,481,italian,1.28159,103.84602,"['64 Club St', 'Singapore 069438', 'Singapore']",3.5,11,$$
6078,1273.0,1273.0,Caffé B,BXphYTodNSLUdeVDXmVnog,honestly dont know happened restaurant surely something gone wrong ill leave wrong decor e side want focus,481,italian,1.28159,103.84602,"['64 Club St', 'Singapore 069438', 'Singapore']",3.5,11,$$
6079,1274.0,1274.0,Caffé B,BXphYTodNSLUdeVDXmVnog,failing get table mozza swung caffe b still mood italian glad billing,481,italian,1.28159,103.84602,"['64 Club St', 'Singapore 069438', 'Singapore']",3.5,11,$$
6080,1275.0,1275.0,Offshore Club,G-twU4jM_ESR1TV4FD2WcA,nice friendly service pretty good food great view round floors lots windows looks toll offshore base,482,italian,1.38026,103.97038,"['Blk 103A, 25 Loyang Crescent', 'Singapore 508988', 'Singapore']",4.0,1,$$
6081,1276.0,1276.0,Ricciotti,eFIosyk41Xy5Sp_WQk3_Mw,since ive boy place changed small conversation waiter extremely friendly way,483,italian,1.28925324734173,103.848487387137,"['20 Upper Circular Rd', '#B1-49/50', 'Singapore 058416', 'Singapore']",3.5,13,$$
6082,1277.0,1277.0,Ricciotti,eFIosyk41Xy5Sp_WQk3_Mw,quite conflicted place parts dishes good others horrible grilled chicken breast came,483,italian,1.28925324734173,103.848487387137,"['20 Upper Circular Rd', '#B1-49/50', 'Singapore 058416', 'Singapore']",3.5,13,$$
6083,1278.0,1278.0,Ricciotti,eFIosyk41Xy5Sp_WQk3_Mw,friday happy hour day longthey different deals daily second pizza tue pasta wed etconly drinks tried,483,italian,1.28925324734173,103.848487387137,"['20 Upper Circular Rd', '#B1-49/50', 'Singapore 058416', 'Singapore']",3.5,13,$$
6084,1282.0,1282.0,Sapore Italiano,t6xaXHPDmhO7yRIHpk6giQ,italian restaurant really decent pastahad set fettuccine smoked salmongenerous serving good enough share also,484,italian,1.3039672,103.7749023,"['1 Create Way', '#01-06, NUS University Town', 'Singapore 138602', 'Singapore']",3.5,6,$$
6085,1283.0,1283.0,Sapore Italiano,t6xaXHPDmhO7yRIHpk6giQ,place started italian chefs promising sign quality food reality dishes hits misses pizza came,484,italian,1.3039672,103.7749023,"['1 Create Way', '#01-06, NUS University Town', 'Singapore 138602', 'Singapore']",3.5,6,$$
6086,1284.0,1284.0,Sapore Italiano,t6xaXHPDmhO7yRIHpk6giQ,sapore incredibly average never blown away food eat lazy leave campus seems excellent,484,italian,1.3039672,103.7749023,"['1 Create Way', '#01-06, NUS University Town', 'Singapore 138602', 'Singapore']",3.5,6,$$
6087,1288.0,1288.0,Platypus Kitchen,db5A8rOiqDnWf7dv6i2-GA,stars place ok youre area friend ordered chili crab buns start us ordered pasta dish buns,485,italian,1.29850541673732,103.854579492444,"['200 Victoria St', '#03-29, Bugis Junction', 'Singapore 188021', 'Singapore']",3.5,15,$$
6088,1289.0,1289.0,Platypus Kitchen,db5A8rOiqDnWf7dv6i2-GA,came crustacean bowl read review online worth first drink worth crustacean bowl description,485,italian,1.29850541673732,103.854579492444,"['200 Victoria St', '#03-29, Bugis Junction', 'Singapore 188021', 'Singapore']",3.5,15,$$
6089,1290.0,1290.0,Platypus Kitchen,db5A8rOiqDnWf7dv6i2-GA,coconut mushroom pasta really good little less garlic would great excellent staff pretty decor good lunch place,485,italian,1.29850541673732,103.854579492444,"['200 Victoria St', '#03-29, Bugis Junction', 'Singapore 188021', 'Singapore']",3.5,15,$$
6093,1294.0,1294.0,Wawawa - Bistro by the Reservoir,hH0hPsf3pphgg1aLY_nWaw,overpriced bland food german food serve couple sausages drinks way overpriced server strong body odor warm water,486,italian,1.3390232,103.9349442,"['901 Bedok Reservoir Road', 'Singapore 479266', 'Singapore']",2.5,9,$$
6094,1295.0,1295.0,Wawawa - Bistro by the Reservoir,hH0hPsf3pphgg1aLY_nWaw,wow guys ice water mean sure youre next reservoir people go help stillits lovely chill location great late,486,italian,1.3390232,103.9349442,"['901 Bedok Reservoir Road', 'Singapore 479266', 'Singapore']",2.5,9,$$
6095,1296.0,1296.0,Wawawa - Bistro by the Reservoir,hH0hPsf3pphgg1aLY_nWaw,group us brunch plan relaxing meal walk around reservoir ordered meals coffees informed,486,italian,1.3390232,103.9349442,"['901 Bedok Reservoir Road', 'Singapore 479266', 'Singapore']",2.5,9,$$
6099,1291.0,1291.0,Casa Verde,K9YBZSBnAadAfV3ymT4N3A,food okay theres nothing special little pricey side place nice since singapore botanical garden,487,italian,1.31492469948174,103.816131725907,"['1 Cluny Rd', 'Botanic Gardens Visitor Centre', 'Singapore 259569', 'Singapore']",3.0,12,$$
6100,1292.0,1292.0,Casa Verde,K9YBZSBnAadAfV3ymT4N3A,mui kee 妹記生滾粥品 hong kong months pop cafe june december tue sun beware,487,italian,1.31492469948174,103.816131725907,"['1 Cluny Rd', 'Botanic Gardens Visitor Centre', 'Singapore 259569', 'Singapore']",3.0,12,$$
6101,1293.0,1293.0,Casa Verde,K9YBZSBnAadAfV3ymT4N3A,stars considering tourist location food decent prices tad expensive theres additional caprese sandwich served chips,487,italian,1.31492469948174,103.816131725907,"['1 Cluny Rd', 'Botanic Gardens Visitor Centre', 'Singapore 259569', 'Singapore']",3.0,12,$$
6102,1297.0,1297.0,Pastamania,TFN23SsvqnR8r9NQSJmQfg,ive always eaten chicken cheese sausage recently friend ordered seafood zuppa tried im soldits current,488,italian,1.29131719106934,103.849890542212,"['109 North Bridge Road', '#01-08/09, Funan Centre', 'Singapore 179097', 'Singapore']",4.0,1,$$
6103,1298.0,1298.0,Etna Italian Restaurant,JzjxQh-XLNKNsUvrg8qdSQ,would say probably best italian restaurant singapore lived across street original place east coast nice,489,italian,1.278557,103.843372,"['49/50 Duxton Rd', 'Singapore 089514', 'Singapore']",4.0,31,$$
6104,1299.0,1299.0,Etna Italian Restaurant,JzjxQh-XLNKNsUvrg8qdSQ,ottimo taken clients whole restaurant staff treated us well definitely come back next time singapore,489,italian,1.278557,103.843372,"['49/50 Duxton Rd', 'Singapore 089514', 'Singapore']",4.0,31,$$
6105,1300.0,1300.0,Etna Italian Restaurant,JzjxQh-XLNKNsUvrg8qdSQ,food excellent herethe beef carpaccio appetizer good pork marsala saucethe tiramisu outstanding among best,489,italian,1.278557,103.843372,"['49/50 Duxton Rd', 'Singapore 089514', 'Singapore']",4.0,31,$$
6106,1440.0,1440.0,Etna Italian Restaurant,qP27ZyJ2wT0CvmOL10iO3g,could fooled think actually somewhere italy step restaurant fun friendly mostly italian staff somewhat,489,italian,1.278557,103.843372,"['49/50 Duxton Rd', 'Singapore 089514', 'Singapore']",4.0,31,$$
6107,1441.0,1441.0,Etna Italian Restaurant,qP27ZyJ2wT0CvmOL10iO3g,pricey italian food quieter end siglapi wasnt blown away food like everyone else place serves straightforward italian dishes,489,italian,1.278557,103.843372,"['49/50 Duxton Rd', 'Singapore 089514', 'Singapore']",4.0,31,$$
6108,1442.0,1442.0,Etna Italian Restaurant,qP27ZyJ2wT0CvmOL10iO3g,busy outlet duxton one homely suburban relative actually like much morethe restaurant makes feel,489,italian,1.278557,103.843372,"['49/50 Duxton Rd', 'Singapore 089514', 'Singapore']",4.0,31,$$
6110,1301.0,1301.0,Casa Roma Ristorante Pizzeria,f2Kpa9xxbyXB3_gqPYmypA,best italian ive offers la nonna al borgo madrinaa italiano alvins actually tasted like good italian restaurant used,491,italian,1.337987,103.793105,"['200 Turf Club', '#01-08', 'Singapore 287994', 'Singapore']",4.0,4,$$
6111,1302.0,1302.0,Casa Roma Ristorante Pizzeria,f2Kpa9xxbyXB3_gqPYmypA,fantastic needed pizza satisfied need authentic service great asked meat pizza quickly,491,italian,1.337987,103.793105,"['200 Turf Club', '#01-08', 'Singapore 287994', 'Singapore']",4.0,4,$$
6112,1303.0,1303.0,Casa Roma Ristorante Pizzeria,f2Kpa9xxbyXB3_gqPYmypA,walked kids since right next playground authentic italian food fried calamari rubbery gets,491,italian,1.337987,103.793105,"['200 Turf Club', '#01-08', 'Singapore 287994', 'Singapore']",4.0,4,$$
6122,663.0,663.0,Ristorante Pietrasanta,gAQ9q1G-FEEutMDSAQkDWQ,theres much fish many bowls noodles meat vegetables one american eat traveling singapore sometimes need,493,italian,1.29899484689579,103.787600398064,"['1 Fusionopolis Way', '#01-08', 'Connexis Tower', 'Singapore 138632', 'Singapore']",4.0,16,$$$
6123,664.0,664.0,Ristorante Pietrasanta,gAQ9q1G-FEEutMDSAQkDWQ,surprise trip long since step local italian restaurant nice ambience parking freei,493,italian,1.29899484689579,103.787600398064,"['1 Fusionopolis Way', '#01-08', 'Connexis Tower', 'Singapore 138632', 'Singapore']",4.0,16,$$$
6124,665.0,665.0,Ristorante Pietrasanta,gAQ9q1G-FEEutMDSAQkDWQ,went work lunch lovely almost every aspect pricing location might two quibbles minor oneswe,493,italian,1.29899484689579,103.787600398064,"['1 Fusionopolis Way', '#01-08', 'Connexis Tower', 'Singapore 138632', 'Singapore']",4.0,16,$$$
6149,1329.0,1329.0,Dolce Vita,twnE_l7JxqpP473WTH0j3Q,recently brought mother lunch restaurant located pool side indoor air con outdoor alfresco dining,494,italian,1.29063,103.85844,"['5 Raffles Ave', 'Level 5', 'Singapore 039797', 'Singapore']",4.5,6,$$$
6150,1330.0,1330.0,Dolce Vita,twnE_l7JxqpP473WTH0j3Q,excellent place brunch great italian food attentive service price reasonable singapore standards get lot choice,494,italian,1.29063,103.85844,"['5 Raffles Ave', 'Level 5', 'Singapore 039797', 'Singapore']",4.5,6,$$$
6151,1331.0,1331.0,Dolce Vita,twnE_l7JxqpP473WTH0j3Q,celebrated anniversary beautiful italian restaurant great views overlooking iconic marina bay sands reserved outdoor,494,italian,1.29063,103.85844,"['5 Raffles Ave', 'Level 5', 'Singapore 039797', 'Singapore']",4.5,6,$$$
6152,1308.0,1308.0,iO Italian Osteria,hID-aL7_25klLsNwUyKcPw,cant believe forgot review going quite time already io definitely hidden gem hillview,495,italian,1.36296244229395,103.764406367292,"['4 Hillview Rise Hill V2', '# 02-01', 'Singapore 667979', 'Singapore']",4.5,18,$$$
6153,1309.0,1309.0,iO Italian Osteria,hID-aL7_25klLsNwUyKcPw,gets quite busy friday evening make reservation make food great might get attended asap since busy,495,italian,1.36296244229395,103.764406367292,"['4 Hillview Rise Hill V2', '# 02-01', 'Singapore 667979', 'Singapore']",4.5,18,$$$
6154,1310.0,1310.0,iO Italian Osteria,hID-aL7_25klLsNwUyKcPw,authentic hearty italian food get crowded weekends reservations recommended usually look daily special board,495,italian,1.36296244229395,103.764406367292,"['4 Hillview Rise Hill V2', '# 02-01', 'Singapore 667979', 'Singapore']",4.5,18,$$$
6155,1311.0,1311.0,Jamie's Italian,UAps--79ChHgegWBMYw0Hg,food delicious service absolutelyhorrendous worst ive experienced singapore far went tuesday night restaurant,496,italian,1.30629,103.8286399,"['583 Orchard Rd', '#01 01-04', 'Singapore 238884', 'Singapore']",3.0,26,$$$
6156,1312.0,1312.0,Jamie's Italian,UAps--79ChHgegWBMYw0Hg,good italian food local twist made south east asian flavors ingredients refreshing change run mill pizza,496,italian,1.30629,103.8286399,"['583 Orchard Rd', '#01 01-04', 'Singapore 238884', 'Singapore']",3.0,26,$$$
6157,1313.0,1313.0,Jamie's Italian,UAps--79ChHgegWBMYw0Hg,generally nicely decorated interior welcoming feel open quite spacious restaurant menu mixed us vegetarians found,496,italian,1.30629,103.8286399,"['583 Orchard Rd', '#01 01-04', 'Singapore 238884', 'Singapore']",3.0,26,$$$
6158,1434.0,1434.0,Jamie's Italian,ZhJ59SFPifQiTW0gAddfGw,restaurant located end shopping centre next harbourfront centre restaurant packed dinner got table,496,italian,1.30629,103.8286399,"['583 Orchard Rd', '#01 01-04', 'Singapore 238884', 'Singapore']",3.0,26,$$$
6159,1435.0,1435.0,Jamie's Italian,ZhJ59SFPifQiTW0gAddfGw,poor jamie oliver ashamed allowing name put restaurant concept great location great service,496,italian,1.30629,103.8286399,"['583 Orchard Rd', '#01 01-04', 'Singapore 238884', 'Singapore']",3.0,26,$$$
6160,1436.0,1436.0,Jamie's Italian,ZhJ59SFPifQiTW0gAddfGw,celebrity restaurant vivocity location tourists full house loud noises sure make reservation prepare speak quite,496,italian,1.30629,103.8286399,"['583 Orchard Rd', '#01 01-04', 'Singapore 238884', 'Singapore']",3.0,26,$$$
